split,image,class_id,x_center,y_center,width,height
train,image0027412.jpg,3,0.499,0.499,0.999,0.999
train,image0027413.jpg,6,0.499,0.499,0.999,0.999
train,image0027414.jpg,3,0.499,0.499,0.999,0.999
train,image0027420.jpg,7,0.499,0.499,0.999,0.999
train,image0027422.jpg,2,0.499,0.499,0.999,0.999
train,image0027423.jpg,2,0.499,0.499,0.999,0.999
train,image0027424.jpg,3,0.499,0.499,0.999,0.999
train,image0027425.jpg,6,0.499,0.499,0.999,0.999
train,image0027427.jpg,0,0.499,0.499,0.999,0.999
train,image0027428.jpg,6,0.499,0.499,0.999,0.999
train,image0027429.jpg,7,0.499,0.499,0.999,0.999
train,image0027431.jpg,4,0.499,0.499,0.999,0.999
train,image0027435.jpg,0,0.499,0.499,0.999,0.999
train,image0027439.jpg,0,0.499,0.499,0.999,0.999
train,image0027441.jpg,6,0.499,0.499,0.999,0.999
train,image0027442.jpg,3,0.499,0.499,0.999,0.999
train,image0027444.jpg,0,0.499,0.499,0.999,0.999
train,image0027445.jpg,7,0.499,0.499,0.999,0.999
train,image0027446.jpg,0,0.499,0.499,0.999,0.999
train,image0027448.jpg,0,0.499,0.499,0.999,0.999
train,image0027450.jpg,0,0.499,0.499,0.999,0.999
train,image0027451.jpg,3,0.499,0.499,0.999,0.999
train,image0027453.jpg,5,0.499,0.499,0.999,0.999
train,image0027457.jpg,0,0.499,0.499,0.999,0.999
train,image0027458.jpg,0,0.499,0.499,0.999,0.999
train,image0027460.jpg,7,0.499,0.499,0.999,0.999
train,image0027462.jpg,7,0.499,0.499,0.999,0.999
train,image0027464.jpg,0,0.499,0.499,0.999,0.999
train,image0027467.jpg,7,0.499,0.499,0.999,0.999
train,image0027468.jpg,0,0.499,0.499,0.999,0.999
train,image0027471.jpg,1,0.499,0.499,0.999,0.999
train,image0027472.jpg,0,0.499,0.499,0.999,0.999
train,image0027474.jpg,6,0.499,0.499,0.999,0.999
train,image0027475.jpg,0,0.499,0.499,0.999,0.999
train,image0027476.jpg,0,0.499,0.499,0.999,0.999
train,image0027477.jpg,0,0.499,0.499,0.999,0.999
train,image0027478.jpg,7,0.499,0.499,0.999,0.999
train,image0027479.jpg,6,0.499,0.499,0.999,0.999
train,image0027480.jpg,0,0.499,0.499,0.999,0.999
train,image0027481.jpg,1,0.499,0.499,0.999,0.999
train,image0027482.jpg,2,0.499,0.499,0.999,0.999
train,image0027484.jpg,0,0.499,0.499,0.999,0.999
train,image0027485.jpg,2,0.499,0.499,0.999,0.999
train,image0027486.jpg,6,0.499,0.499,0.999,0.999
train,image0027489.jpg,4,0.499,0.499,0.999,0.999
train,image0027497.jpg,7,0.499,0.499,0.999,0.999
train,image0027498.jpg,3,0.499,0.499,0.999,0.999
train,image0027499.jpg,3,0.499,0.499,0.999,0.999
train,image0027503.jpg,5,0.499,0.499,0.999,0.999
train,image0027504.jpg,0,0.499,0.499,0.999,0.999
train,image0027505.jpg,3,0.499,0.499,0.999,0.999
train,image0027508.jpg,0,0.499,0.499,0.999,0.999
train,image0027509.jpg,6,0.499,0.499,0.999,0.999
train,image0027513.jpg,5,0.499,0.499,0.999,0.999
train,image0027514.jpg,0,0.499,0.499,0.999,0.999
train,image0027515.jpg,2,0.499,0.499,0.999,0.999
train,image0027518.jpg,6,0.499,0.499,0.999,0.999
train,image0027522.jpg,7,0.499,0.499,0.999,0.999
train,image0027525.jpg,6,0.499,0.499,0.999,0.999
train,image0027526.jpg,6,0.499,0.499,0.999,0.999
train,image0027528.jpg,1,0.499,0.499,0.999,0.999
train,image0027531.jpg,6,0.499,0.499,0.999,0.999
train,image0027535.jpg,6,0.499,0.499,0.999,0.999
train,image0027537.jpg,2,0.499,0.499,0.999,0.999
train,image0027538.jpg,3,0.499,0.499,0.999,0.999
train,image0027539.jpg,0,0.499,0.499,0.999,0.999
train,image0027540.jpg,5,0.499,0.499,0.999,0.999
train,image0027542.jpg,6,0.499,0.499,0.999,0.999
train,image0027543.jpg,3,0.499,0.499,0.999,0.999
train,image0027545.jpg,3,0.499,0.499,0.999,0.999
train,image0027548.jpg,6,0.499,0.499,0.999,0.999
train,image0027549.jpg,3,0.499,0.499,0.999,0.999
train,image0027550.jpg,0,0.499,0.499,0.999,0.999
train,image0027553.jpg,6,0.499,0.499,0.999,0.999
train,image0027555.jpg,3,0.499,0.499,0.999,0.999
train,image0027556.jpg,0,0.499,0.499,0.999,0.999
train,image0027558.jpg,6,0.499,0.499,0.999,0.999
train,image0027561.jpg,2,0.499,0.499,0.999,0.999
train,image0027564.jpg,0,0.499,0.499,0.999,0.999
train,image0027566.jpg,3,0.499,0.499,0.999,0.999
train,image0027567.jpg,0,0.499,0.499,0.999,0.999
train,image0027568.jpg,0,0.499,0.499,0.999,0.999
train,image0027570.jpg,6,0.499,0.499,0.999,0.999
train,image0027572.jpg,3,0.499,0.499,0.999,0.999
train,image0027573.jpg,3,0.499,0.499,0.999,0.999
train,image0027574.jpg,3,0.499,0.499,0.999,0.999
train,image0027575.jpg,2,0.499,0.499,0.999,0.999
train,image0027576.jpg,2,0.499,0.499,0.999,0.999
train,image0027580.jpg,0,0.499,0.499,0.999,0.999
train,image0027582.jpg,6,0.499,0.499,0.999,0.999
train,image0027583.jpg,0,0.499,0.499,0.999,0.999
train,image0027586.jpg,0,0.499,0.499,0.999,0.999
train,image0027587.jpg,3,0.499,0.499,0.999,0.999
train,image0027589.jpg,0,0.499,0.499,0.999,0.999
train,image0027590.jpg,6,0.499,0.499,0.999,0.999
train,image0027591.jpg,3,0.499,0.499,0.999,0.999
train,image0027592.jpg,7,0.499,0.499,0.999,0.999
train,image0027597.jpg,3,0.499,0.499,0.999,0.999
train,image0027600.jpg,7,0.499,0.499,0.999,0.999
train,image0027602.jpg,6,0.499,0.499,0.999,0.999
train,image0027606.jpg,7,0.499,0.499,0.999,0.999
train,image0027610.jpg,0,0.499,0.499,0.999,0.999
train,image0027613.jpg,5,0.499,0.499,0.999,0.999
train,image0027616.jpg,4,0.499,0.499,0.999,0.999
train,image0027620.jpg,7,0.499,0.499,0.999,0.999
train,image0027621.jpg,7,0.499,0.499,0.999,0.999
train,image0027625.jpg,1,0.499,0.499,0.999,0.999
train,image0027628.jpg,0,0.499,0.499,0.999,0.999
train,image0027630.jpg,7,0.499,0.499,0.999,0.999
train,image0027631.jpg,0,0.499,0.499,0.999,0.999
train,image0027632.jpg,6,0.499,0.499,0.999,0.999
train,image0027639.jpg,7,0.499,0.499,0.999,0.999
train,image0027644.jpg,6,0.499,0.499,0.999,0.999
train,image0027645.jpg,7,0.499,0.499,0.999,0.999
train,image0027646.jpg,7,0.499,0.499,0.999,0.999
train,image0027647.jpg,2,0.499,0.499,0.999,0.999
train,image0027648.jpg,2,0.499,0.499,0.999,0.999
train,image0027649.jpg,6,0.499,0.499,0.999,0.999
train,image0027650.jpg,7,0.499,0.499,0.999,0.999
train,image0027651.jpg,1,0.499,0.499,0.999,0.999
train,image0027654.jpg,6,0.499,0.499,0.999,0.999
train,image0027656.jpg,0,0.499,0.499,0.999,0.999
train,image0027660.jpg,0,0.499,0.499,0.999,0.999
train,image0027661.jpg,0,0.499,0.499,0.999,0.999
train,image0027663.jpg,7,0.499,0.499,0.999,0.999
train,image0027664.jpg,2,0.499,0.499,0.999,0.999
train,image0027665.jpg,0,0.499,0.499,0.999,0.999
train,image0027668.jpg,1,0.499,0.499,0.999,0.999
train,image0027671.jpg,6,0.499,0.499,0.999,0.999
train,image0027672.jpg,6,0.499,0.499,0.999,0.999
train,image0027673.jpg,6,0.499,0.499,0.999,0.999
train,image0027677.jpg,3,0.499,0.499,0.999,0.999
train,image0027679.jpg,0,0.499,0.499,0.999,0.999
train,image0027684.jpg,5,0.499,0.499,0.999,0.999
train,image0027691.jpg,6,0.499,0.499,0.999,0.999
train,image0027692.jpg,0,0.499,0.499,0.999,0.999
train,image0027693.jpg,3,0.499,0.499,0.999,0.999
train,image0027696.jpg,7,0.499,0.499,0.999,0.999
train,image0027697.jpg,1,0.499,0.499,0.999,0.999
train,image0027699.jpg,7,0.499,0.499,0.999,0.999
train,image0027700.jpg,1,0.499,0.499,0.999,0.999
train,image0027704.jpg,7,0.499,0.499,0.999,0.999
train,image0027707.jpg,2,0.499,0.499,0.999,0.999
train,image0027713.jpg,7,0.499,0.499,0.999,0.999
train,image0027714.jpg,6,0.499,0.499,0.999,0.999
train,image0027715.jpg,6,0.499,0.499,0.999,0.999
train,image0027716.jpg,0,0.499,0.499,0.999,0.999
train,image0027717.jpg,3,0.499,0.499,0.999,0.999
train,image0027720.jpg,6,0.499,0.499,0.999,0.999
train,image0027722.jpg,7,0.499,0.499,0.999,0.999
train,image0027726.jpg,6,0.499,0.499,0.999,0.999
train,image0027730.jpg,4,0.499,0.499,0.999,0.999
train,image0027734.jpg,0,0.499,0.499,0.999,0.999
train,image0027735.jpg,2,0.499,0.499,0.999,0.999
train,image0027736.jpg,6,0.499,0.499,0.999,0.999
train,image0027737.jpg,6,0.499,0.499,0.999,0.999
train,image0027738.jpg,6,0.499,0.499,0.999,0.999
train,image0027739.jpg,7,0.499,0.499,0.999,0.999
train,image0027740.jpg,5,0.499,0.499,0.999,0.999
train,image0027743.jpg,0,0.499,0.499,0.999,0.999
train,image0027751.jpg,6,0.499,0.499,0.999,0.999
train,image0027752.jpg,0,0.499,0.499,0.999,0.999
train,image0027755.jpg,6,0.499,0.499,0.999,0.999
train,image0027757.jpg,3,0.499,0.499,0.999,0.999
train,image0027758.jpg,6,0.499,0.499,0.999,0.999
train,image0027759.jpg,1,0.499,0.499,0.999,0.999
train,image0027763.jpg,0,0.499,0.499,0.999,0.999
train,image0027764.jpg,7,0.499,0.499,0.999,0.999
train,image0027769.jpg,3,0.499,0.499,0.999,0.999
train,image0027772.jpg,6,0.499,0.499,0.999,0.999
train,image0027774.jpg,7,0.499,0.499,0.999,0.999
train,image0027776.jpg,6,0.499,0.499,0.999,0.999
train,image0027777.jpg,7,0.499,0.499,0.999,0.999
train,image0027778.jpg,7,0.499,0.499,0.999,0.999
train,image0027780.jpg,7,0.499,0.499,0.999,0.999
train,image0027781.jpg,6,0.499,0.499,0.999,0.999
train,image0027782.jpg,7,0.499,0.499,0.999,0.999
train,image0027785.jpg,7,0.499,0.499,0.999,0.999
train,image0027786.jpg,0,0.499,0.499,0.999,0.999
train,image0027788.jpg,7,0.499,0.499,0.999,0.999
train,image0027789.jpg,3,0.499,0.499,0.999,0.999
train,image0027790.jpg,0,0.499,0.499,0.999,0.999
train,image0027796.jpg,7,0.499,0.499,0.999,0.999
train,image0027797.jpg,0,0.499,0.499,0.999,0.999
train,image0027800.jpg,5,0.499,0.499,0.999,0.999
train,image0027801.jpg,5,0.499,0.499,0.999,0.999
train,image0027803.jpg,2,0.499,0.499,0.999,0.999
train,image0027804.jpg,0,0.499,0.499,0.999,0.999
train,image0027807.jpg,5,0.499,0.499,0.999,0.999
train,image0027809.jpg,0,0.499,0.499,0.999,0.999
train,image0027813.jpg,5,0.499,0.499,0.999,0.999
train,image0027815.jpg,1,0.499,0.499,0.999,0.999
train,image0027819.jpg,0,0.499,0.499,0.999,0.999
train,image0027821.jpg,7,0.499,0.499,0.999,0.999
train,image0027823.jpg,7,0.499,0.499,0.999,0.999
train,image0027825.jpg,2,0.499,0.499,0.999,0.999
train,image0027828.jpg,5,0.499,0.499,0.999,0.999
train,image0027830.jpg,6,0.499,0.499,0.999,0.999
train,image0027832.jpg,3,0.499,0.499,0.999,0.999
train,image0027833.jpg,6,0.499,0.499,0.999,0.999
train,image0027834.jpg,7,0.499,0.499,0.999,0.999
train,image0027840.jpg,6,0.499,0.499,0.999,0.999
train,image0027843.jpg,7,0.499,0.499,0.999,0.999
train,image0027846.jpg,3,0.499,0.499,0.999,0.999
train,image0027848.jpg,6,0.499,0.499,0.999,0.999
train,image0027852.jpg,1,0.499,0.499,0.999,0.999
train,image0027853.jpg,6,0.499,0.499,0.999,0.999
train,image0027855.jpg,0,0.499,0.499,0.999,0.999
train,image0027862.jpg,1,0.499,0.499,0.999,0.999
train,image0027863.jpg,7,0.499,0.499,0.999,0.999
train,image0027865.jpg,0,0.499,0.499,0.999,0.999
train,image0027866.jpg,3,0.499,0.499,0.999,0.999
train,image0027868.jpg,7,0.499,0.499,0.999,0.999
train,image0027869.jpg,6,0.499,0.499,0.999,0.999
train,image0027872.jpg,0,0.499,0.499,0.999,0.999
train,image0027876.jpg,7,0.499,0.499,0.999,0.999
train,image0027883.jpg,6,0.499,0.499,0.999,0.999
train,image0027887.jpg,6,0.499,0.499,0.999,0.999
train,image0027888.jpg,7,0.499,0.499,0.999,0.999
train,image0027889.jpg,6,0.499,0.499,0.999,0.999
train,image0027890.jpg,7,0.499,0.499,0.999,0.999
train,image0027893.jpg,5,0.499,0.499,0.999,0.999
train,image0027894.jpg,1,0.499,0.499,0.999,0.999
train,image0027897.jpg,5,0.499,0.499,0.999,0.999
train,image0027900.jpg,6,0.499,0.499,0.999,0.999
train,image0027903.jpg,0,0.499,0.499,0.999,0.999
train,image0027909.jpg,0,0.499,0.499,0.999,0.999
train,image0027913.jpg,3,0.499,0.499,0.999,0.999
train,image0027917.jpg,0,0.499,0.499,0.999,0.999
train,image0027920.jpg,5,0.499,0.499,0.999,0.999
train,image0027924.jpg,2,0.499,0.499,0.999,0.999
train,image0027927.jpg,1,0.499,0.499,0.999,0.999
train,image0027929.jpg,7,0.499,0.499,0.999,0.999
train,image0027932.jpg,4,0.499,0.499,0.999,0.999
train,image0027934.jpg,2,0.499,0.499,0.999,0.999
train,image0027940.jpg,2,0.499,0.499,0.999,0.999
train,image0027941.jpg,6,0.499,0.499,0.999,0.999
train,image0027943.jpg,2,0.499,0.499,0.999,0.999
train,image0027944.jpg,2,0.499,0.499,0.999,0.999
train,image0027945.jpg,2,0.499,0.499,0.999,0.999
train,image0027948.jpg,3,0.499,0.499,0.999,0.999
train,image0027949.jpg,2,0.499,0.499,0.999,0.999
train,image0027950.jpg,7,0.499,0.499,0.999,0.999
train,image0027951.jpg,7,0.499,0.499,0.999,0.999
train,image0027955.jpg,0,0.499,0.499,0.999,0.999
train,image0027957.jpg,0,0.499,0.499,0.999,0.999
train,image0027959.jpg,5,0.499,0.499,0.999,0.999
train,image0027961.jpg,6,0.499,0.499,0.999,0.999
train,image0027962.jpg,3,0.499,0.499,0.999,0.999
train,image0027965.jpg,6,0.499,0.499,0.999,0.999
train,image0027966.jpg,5,0.499,0.499,0.999,0.999
train,image0027968.jpg,7,0.499,0.499,0.999,0.999
train,image0027970.jpg,7,0.499,0.499,0.999,0.999
train,image0027971.jpg,6,0.499,0.499,0.999,0.999
train,image0027989.jpg,7,0.499,0.499,0.999,0.999
train,image0027990.jpg,6,0.499,0.499,0.999,0.999
train,image0027993.jpg,2,0.499,0.499,0.999,0.999
train,image0027995.jpg,0,0.499,0.499,0.999,0.999
train,image0027997.jpg,7,0.499,0.499,0.999,0.999
train,image0028004.jpg,0,0.499,0.499,0.999,0.999
train,image0028007.jpg,5,0.499,0.499,0.999,0.999
train,image0028008.jpg,4,0.499,0.499,0.999,0.999
train,image0028009.jpg,0,0.499,0.499,0.999,0.999
train,image0028011.jpg,5,0.499,0.499,0.999,0.999
train,image0028012.jpg,6,0.499,0.499,0.999,0.999
train,image0028018.jpg,0,0.499,0.499,0.999,0.999
train,image0028021.jpg,6,0.499,0.499,0.999,0.999
train,image0028023.jpg,2,0.499,0.499,0.999,0.999
train,image0028024.jpg,0,0.499,0.499,0.999,0.999
train,image0028025.jpg,0,0.499,0.499,0.999,0.999
train,image0028026.jpg,0,0.499,0.499,0.999,0.999
train,image0028030.jpg,3,0.499,0.499,0.999,0.999
train,image0028034.jpg,6,0.499,0.499,0.999,0.999
train,image0028036.jpg,3,0.499,0.499,0.999,0.999
train,image0028037.jpg,6,0.499,0.499,0.999,0.999
train,image0028039.jpg,0,0.499,0.499,0.999,0.999
train,image0028042.jpg,0,0.499,0.499,0.999,0.999
train,image0028043.jpg,7,0.499,0.499,0.999,0.999
train,image0028046.jpg,4,0.499,0.499,0.999,0.999
train,image0028052.jpg,7,0.499,0.499,0.999,0.999
train,image0028058.jpg,7,0.499,0.499,0.999,0.999
train,image0028061.jpg,7,0.499,0.499,0.999,0.999
train,image0028062.jpg,6,0.499,0.499,0.999,0.999
train,image0028064.jpg,7,0.499,0.499,0.999,0.999
train,image0028071.jpg,0,0.499,0.499,0.999,0.999
train,image0028073.jpg,7,0.499,0.499,0.999,0.999
train,image0028074.jpg,3,0.499,0.499,0.999,0.999
train,image0028075.jpg,0,0.499,0.499,0.999,0.999
train,image0028078.jpg,7,0.499,0.499,0.999,0.999
train,image0028081.jpg,6,0.499,0.499,0.999,0.999
train,image0028082.jpg,7,0.499,0.499,0.999,0.999
train,image0028083.jpg,2,0.499,0.499,0.999,0.999
train,image0028086.jpg,0,0.499,0.499,0.999,0.999
train,image0028088.jpg,7,0.499,0.499,0.999,0.999
train,image0028090.jpg,3,0.499,0.499,0.999,0.999
train,image0028091.jpg,6,0.499,0.499,0.999,0.999
train,image0028092.jpg,0,0.499,0.499,0.999,0.999
train,image0028095.jpg,0,0.499,0.499,0.999,0.999
train,image0028098.jpg,6,0.499,0.499,0.999,0.999
train,image0028099.jpg,0,0.499,0.499,0.999,0.999
train,image0028100.jpg,4,0.499,0.499,0.999,0.999
train,image0028105.jpg,1,0.499,0.499,0.999,0.999
train,image0028106.jpg,7,0.499,0.499,0.999,0.999
train,image0028109.jpg,6,0.499,0.499,0.999,0.999
train,image0028112.jpg,1,0.499,0.499,0.999,0.999
train,image0028113.jpg,7,0.499,0.499,0.999,0.999
train,image0028115.jpg,6,0.499,0.499,0.999,0.999
train,image0028118.jpg,3,0.499,0.499,0.999,0.999
train,image0028120.jpg,2,0.499,0.499,0.999,0.999
train,image0028121.jpg,3,0.499,0.499,0.999,0.999
train,image0028124.jpg,0,0.499,0.499,0.999,0.999
train,image0028125.jpg,6,0.499,0.499,0.999,0.999
train,image0028129.jpg,2,0.499,0.499,0.999,0.999
train,image0028130.jpg,3,0.499,0.499,0.999,0.999
train,image0028131.jpg,0,0.499,0.499,0.999,0.999
train,image0028132.jpg,0,0.499,0.499,0.999,0.999
train,image0028133.jpg,6,0.499,0.499,0.999,0.999
train,image0028135.jpg,7,0.499,0.499,0.999,0.999
train,image0028137.jpg,7,0.499,0.499,0.999,0.999
train,image0028138.jpg,3,0.499,0.499,0.999,0.999
train,image0028139.jpg,0,0.499,0.499,0.999,0.999
train,image0028142.jpg,7,0.499,0.499,0.999,0.999
train,image0028143.jpg,3,0.499,0.499,0.999,0.999
train,image0028145.jpg,7,0.499,0.499,0.999,0.999
train,image0028150.jpg,6,0.499,0.499,0.999,0.999
train,image0028152.jpg,0,0.499,0.499,0.999,0.999
train,image0028154.jpg,7,0.499,0.499,0.999,0.999
train,image0028155.jpg,7,0.499,0.499,0.999,0.999
train,image0028156.jpg,2,0.499,0.499,0.999,0.999
train,image0028158.jpg,0,0.499,0.499,0.999,0.999
train,image0028159.jpg,6,0.499,0.499,0.999,0.999
train,image0028161.jpg,2,0.499,0.499,0.999,0.999
train,image0028163.jpg,7,0.499,0.499,0.999,0.999
train,image0028166.jpg,0,0.499,0.499,0.999,0.999
train,image0028167.jpg,6,0.499,0.499,0.999,0.999
train,image0028169.jpg,0,0.499,0.499,0.999,0.999
train,image0028170.jpg,6,0.499,0.499,0.999,0.999
train,image0028174.jpg,0,0.499,0.499,0.999,0.999
train,image0028176.jpg,2,0.499,0.499,0.999,0.999
train,image0028179.jpg,3,0.499,0.499,0.999,0.999
train,image0028185.jpg,7,0.499,0.499,0.999,0.999
train,image0028186.jpg,0,0.499,0.499,0.999,0.999
train,image0028188.jpg,5,0.499,0.499,0.999,0.999
train,image0028189.jpg,6,0.499,0.499,0.999,0.999
train,image0028190.jpg,6,0.499,0.499,0.999,0.999
train,image0028191.jpg,6,0.499,0.499,0.999,0.999
train,image0028192.jpg,7,0.499,0.499,0.999,0.999
train,image0028195.jpg,7,0.499,0.499,0.999,0.999
train,image0028197.jpg,0,0.499,0.499,0.999,0.999
train,image0028200.jpg,6,0.499,0.499,0.999,0.999
train,image0028201.jpg,7,0.499,0.499,0.999,0.999
train,image0028202.jpg,2,0.499,0.499,0.999,0.999
train,image0028206.jpg,7,0.499,0.499,0.999,0.999
train,image0028207.jpg,6,0.499,0.499,0.999,0.999
train,image0028208.jpg,7,0.499,0.499,0.999,0.999
train,image0028209.jpg,6,0.499,0.499,0.999,0.999
train,image0028210.jpg,0,0.499,0.499,0.999,0.999
train,image0028211.jpg,2,0.499,0.499,0.999,0.999
train,image0028212.jpg,0,0.499,0.499,0.999,0.999
train,image0028214.jpg,6,0.499,0.499,0.999,0.999
train,image0028216.jpg,6,0.499,0.499,0.999,0.999
train,image0028217.jpg,6,0.499,0.499,0.999,0.999
train,image0028222.jpg,0,0.499,0.499,0.999,0.999
train,image0028223.jpg,7,0.499,0.499,0.999,0.999
train,image0028225.jpg,0,0.499,0.499,0.999,0.999
train,image0028226.jpg,1,0.499,0.499,0.999,0.999
train,image0028227.jpg,3,0.499,0.499,0.999,0.999
train,image0028229.jpg,0,0.499,0.499,0.999,0.999
train,image0028230.jpg,7,0.499,0.499,0.999,0.999
train,image0028231.jpg,6,0.499,0.499,0.999,0.999
train,image0028232.jpg,0,0.499,0.499,0.999,0.999
train,image0028234.jpg,6,0.499,0.499,0.999,0.999
train,image0028237.jpg,6,0.499,0.499,0.999,0.999
train,image0028238.jpg,0,0.499,0.499,0.999,0.999
train,image0028239.jpg,5,0.499,0.499,0.999,0.999
train,image0028243.jpg,3,0.499,0.499,0.999,0.999
train,image0028249.jpg,1,0.499,0.499,0.999,0.999
train,image0028254.jpg,4,0.499,0.499,0.999,0.999
train,image0028256.jpg,6,0.499,0.499,0.999,0.999
train,image0028258.jpg,6,0.499,0.499,0.999,0.999
train,image0028259.jpg,2,0.499,0.499,0.999,0.999
train,image0028261.jpg,6,0.499,0.499,0.999,0.999
train,image0028262.jpg,3,0.499,0.499,0.999,0.999
train,image0028265.jpg,6,0.499,0.499,0.999,0.999
train,image0028267.jpg,3,0.499,0.499,0.999,0.999
train,image0028269.jpg,6,0.499,0.499,0.999,0.999
train,image0028273.jpg,6,0.499,0.499,0.999,0.999
train,image0028279.jpg,0,0.499,0.499,0.999,0.999
train,image0028281.jpg,6,0.499,0.499,0.999,0.999
train,image0028282.jpg,0,0.499,0.499,0.999,0.999
train,image0028283.jpg,6,0.499,0.499,0.999,0.999
train,image0028285.jpg,6,0.499,0.499,0.999,0.999
train,image0028288.jpg,3,0.499,0.499,0.999,0.999
train,image0028289.jpg,0,0.499,0.499,0.999,0.999
train,image0028290.jpg,0,0.499,0.499,0.999,0.999
train,image0028295.jpg,6,0.499,0.499,0.999,0.999
train,image0028296.jpg,2,0.499,0.499,0.999,0.999
train,image0028298.jpg,5,0.499,0.499,0.999,0.999
train,image0028301.jpg,5,0.499,0.499,0.999,0.999
train,image0028302.jpg,6,0.499,0.499,0.999,0.999
train,image0028305.jpg,0,0.499,0.499,0.999,0.999
train,image0028306.jpg,7,0.499,0.499,0.999,0.999
train,image0028307.jpg,7,0.499,0.499,0.999,0.999
train,image0028308.jpg,2,0.499,0.499,0.999,0.999
train,image0028310.jpg,3,0.499,0.499,0.999,0.999
train,image0028311.jpg,7,0.499,0.499,0.999,0.999
train,image0028312.jpg,6,0.499,0.499,0.999,0.999
train,image0028314.jpg,3,0.499,0.499,0.999,0.999
train,image0028315.jpg,7,0.499,0.499,0.999,0.999
train,image0028318.jpg,6,0.499,0.499,0.999,0.999
train,image0028323.jpg,3,0.499,0.499,0.999,0.999
train,image0028324.jpg,6,0.499,0.499,0.999,0.999
train,image0028327.jpg,6,0.499,0.499,0.999,0.999
train,image0028328.jpg,7,0.499,0.499,0.999,0.999
train,image0028330.jpg,0,0.499,0.499,0.999,0.999
train,image0028333.jpg,7,0.499,0.499,0.999,0.999
train,image0028335.jpg,2,0.499,0.499,0.999,0.999
train,image0028336.jpg,1,0.499,0.499,0.999,0.999
train,image0028338.jpg,5,0.499,0.499,0.999,0.999
train,image0028339.jpg,0,0.499,0.499,0.999,0.999
train,image0028341.jpg,1,0.499,0.499,0.999,0.999
train,image0028342.jpg,6,0.499,0.499,0.999,0.999
train,image0028345.jpg,2,0.499,0.499,0.999,0.999
train,image0028347.jpg,5,0.499,0.499,0.999,0.999
train,image0028349.jpg,0,0.499,0.499,0.999,0.999
train,image0028351.jpg,6,0.499,0.499,0.999,0.999
train,image0028356.jpg,0,0.499,0.499,0.999,0.999
train,image0028358.jpg,3,0.499,0.499,0.999,0.999
train,image0028359.jpg,4,0.499,0.499,0.999,0.999
train,image0028361.jpg,5,0.499,0.499,0.999,0.999
train,image0028362.jpg,0,0.499,0.499,0.999,0.999
train,image0028364.jpg,7,0.499,0.499,0.999,0.999
train,image0028365.jpg,3,0.499,0.499,0.999,0.999
train,image0028366.jpg,6,0.499,0.499,0.999,0.999
train,image0028369.jpg,3,0.499,0.499,0.999,0.999
train,image0028371.jpg,6,0.499,0.499,0.999,0.999
train,image0028372.jpg,3,0.499,0.499,0.999,0.999
train,image0028374.jpg,0,0.499,0.499,0.999,0.999
train,image0028375.jpg,2,0.499,0.499,0.999,0.999
train,image0028381.jpg,5,0.499,0.499,0.999,0.999
train,image0028383.jpg,0,0.499,0.499,0.999,0.999
train,image0028384.jpg,0,0.499,0.499,0.999,0.999
train,image0028388.jpg,6,0.499,0.499,0.999,0.999
train,image0028389.jpg,3,0.499,0.499,0.999,0.999
train,image0028390.jpg,1,0.499,0.499,0.999,0.999
train,image0028391.jpg,5,0.499,0.499,0.999,0.999
train,image0028392.jpg,7,0.499,0.499,0.999,0.999
train,image0028399.jpg,5,0.499,0.499,0.999,0.999
train,image0028401.jpg,0,0.499,0.499,0.999,0.999
train,image0028403.jpg,3,0.499,0.499,0.999,0.999
train,image0028404.jpg,6,0.499,0.499,0.999,0.999
train,image0028405.jpg,7,0.499,0.499,0.999,0.999
train,image0028406.jpg,5,0.499,0.499,0.999,0.999
train,image0028407.jpg,5,0.499,0.499,0.999,0.999
train,image0028408.jpg,7,0.499,0.499,0.999,0.999
train,image0028409.jpg,0,0.499,0.499,0.999,0.999
train,image0028410.jpg,6,0.499,0.499,0.999,0.999
train,image0028411.jpg,2,0.499,0.499,0.999,0.999
train,image0028413.jpg,7,0.499,0.499,0.999,0.999
train,image0028415.jpg,3,0.499,0.499,0.999,0.999
train,image0028418.jpg,0,0.499,0.499,0.999,0.999
train,image0028420.jpg,7,0.499,0.499,0.999,0.999
train,image0028425.jpg,5,0.499,0.499,0.999,0.999
train,image0028426.jpg,0,0.499,0.499,0.999,0.999
train,image0028427.jpg,2,0.499,0.499,0.999,0.999
train,image0028430.jpg,0,0.499,0.499,0.999,0.999
train,image0028432.jpg,6,0.499,0.499,0.999,0.999
train,image0028433.jpg,7,0.499,0.499,0.999,0.999
train,image0028435.jpg,6,0.499,0.499,0.999,0.999
train,image0028438.jpg,1,0.499,0.499,0.999,0.999
train,image0028442.jpg,0,0.499,0.499,0.999,0.999
train,image0028444.jpg,7,0.499,0.499,0.999,0.999
train,image0028447.jpg,3,0.499,0.499,0.999,0.999
train,image0028451.jpg,7,0.499,0.499,0.999,0.999
train,image0028454.jpg,5,0.499,0.499,0.999,0.999
train,image0028455.jpg,5,0.499,0.499,0.999,0.999
train,image0028458.jpg,0,0.499,0.499,0.999,0.999
train,image0028462.jpg,6,0.499,0.499,0.999,0.999
train,image0028463.jpg,6,0.499,0.499,0.999,0.999
train,image0028469.jpg,2,0.499,0.499,0.999,0.999
train,image0028474.jpg,7,0.499,0.499,0.999,0.999
train,image0028477.jpg,7,0.499,0.499,0.999,0.999
